cwe_name,summary,cvss
Google Released Security Updates for Chrome (17 Oct 2023),"Google has released Chrome 118 (118.0.5993.80) for Android, Beta channel OS version: 15633.13.0 Browser version: 119.0.6045.23 for most ChromeOS devices, Stable channel 118.0.5993.88 for Mac and Linux and 118.0.5993.88/.89 for Windows, and Chrome Stable 118 (118.0.5993.92) for iOS.",5.325645482082989
Google Released Security Updates for Chrome (16 Oct 2023),"Google has released Dev channel 120.0.6062.2 for Windows, Mac and Linux.",5.326550118820499
Vulnerability in Netis (16 Oct 2023),"Command injection vulnerability has been discovered in Netis. The affected version is Netis N3Mv2-V1.0.1.865.
CVE ID: CVE-2023-45466 (Critical)",5.822772502422058
Vulnerability in Cisco IOS XE Software (16 Oct 2023),"A vulnerability has been discovered in the web UI feature of Cisco IOS XE Software that allows a remote, unauthenticated attacker to create an account on an affected system with privilege level 15 access. The attacker can then use that account to gain control of the affected system.
CVE ID: CVE-2023-20198 (Critical)",6.428179574572609
Microsoft Edge Security Update (13 Oct 2023),"Microsoft has released Microsoft Edge Stable Channel (Version 118.0.2088.46) to resolve vulnerability.
CVE ID: CVE-2023-36559 (Medium)",5.350062974738624
Vulnerability in Biltay Technology Procost (12 Oct 2023),"Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection') vulnerability in Biltay Technology Procost allows SQL Injection,Command Line Execution through SQL Injection.This issue affects Procost: before 1390.
CVE ID: CVE-2023-5046 (Critical)",5.816120085023885
Vulnerability in Mitsubishi Electric (12 Oct 2023),"Improper Authentication vulnerability has been discovered in Mitsubishi Electric's MELSEC-F series that allows information disclosure, information tampering and authentication bypass. All versions of MELSEC-F series are affected.
CVE ID: CVE-2023-4562 (Critical)",4.458677981915415
Vulnerability in Biltay Technology Kayisi (12 Oct 2023),"Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection') vulnerability in Biltay Technology Kayisi allows SQL Injection,Command Line Execution through SQL Injection.This issue affects Kayisi: before 1286.
CVE ID: CVE-2023-5045 (Critical)",5.816120085023885
Dell Security Update (12 Oct 2023),Dell has released security updates to address multiple security vulnerabilities in VxRail. These vulnerabilities could be exploited by malicious users to compromise the affected system.,4.4716391812409855
Vulnerability in MeeTime module (11 Oct 2023),"An undefined permissions vulnerability has been discovered in the MeeTime module. Successful exploitation of this vulnerability will affect availability and confidentiality in affected product.
CVE ID: CVE-2023-44118 (Critical)",5.792588016554593
Vulnerability in APPWidget module (11 Oct 2023),"Vulnerability of access permissions not being strictly verified in the APPWidget module. Successful exploitation of this vulnerability may cause some apps to run without being authorized.
CVE ID: CVE-2023-44116 (Critical)",5.198042763915461
Vulnerability in screen projection module (11 Oct 2023),"Vulnerability of defects introduced in the design process in the screen projection module. Successful exploitation of this vulnerability may affect service availability and integrity.
CVE ID: CVE-2023-44107 (Critical)",5.57451436031306
Vulnerability in GitHub repository tiann/kernelsu (11 Oct 2023),"Incorrect Authorization vulnerability has been discovered in GitHub repository tiann/kernelsu prior to v0.6.9.
CVE ID: CVE-2023-5521 (Critical)",5.532880076854941
Vulnerability in window management module (11 Oct 2023),"Vulnerability of permissions not being strictly verified in the window management module. Successful exploitation of this vulnerability may cause features to perform abnormally.
CVE ID: CVE-2023-44105 (Critical)",5.506788017730392
Vulnerability in hansun CMS (11 Oct 2023),"SQL injection vulnerability has been discovered in hansun CMS. The affected version is hansun CMS v1.0.
CVE ID: CVE-2023-43899 (Critical)",5.746814619707129
Vulnerability in Prixan prixanconnect (11 Oct 2023),"SQL injection vulnerability has been discovered in Prixan prixanconnect. The affected versions are Prixan prixanconnect up to v1.62.
CVE ID: CVE-2023-40920 (Critical)",4.69805596923388
Vulnerability in MeeTime module (11 Oct 2023),"An undefined permissions vulnerability has been discovered in the MeeTime module. Successful exploitation of this vulnerability will affect availability and confidentiality in affected product.
CVE ID: CVE-2023-44118 (Critical)",5.792588016554593
Vulnerability in APPWidget module (11 Oct 2023),"Vulnerability of access permissions not being strictly verified in the APPWidget module. Successful exploitation of this vulnerability may cause some apps to run without being authorized.
CVE ID: CVE-2023-44116 (Critical)",5.198042763915461
Vulnerability in screen projection module (11 Oct 2023),"Vulnerability of defects introduced in the design process in the screen projection module. Successful exploitation of this vulnerability may affect service availability and integrity.
CVE ID: CVE-2023-44107 (Critical)",5.57451436031306
Vulnerability in GitHub repository tiann/kernelsu (11 Oct 2023),"Incorrect Authorization vulnerability has been discovered in GitHub repository tiann/kernelsu prior to v0.6.9.
CVE ID: CVE-2023-5521 (Critical)",5.532880076854941
Vulnerability in window management module (11 Oct 2023),"Vulnerability of permissions not being strictly verified in the window management module. Successful exploitation of this vulnerability may cause features to perform abnormally.
CVE ID: CVE-2023-44105 (Critical)",5.506788017730392
Google Released Security Updates for Chrome (11 Oct 2023),"Google has released Dev channel OS version: 15633.10.0 Browser version: 119.0.6045.16 for most ChromeOS devices, Chrome Beta 119 (119.0.6045.17) for Android, and Chrome Beta 119 (119.0.6045.18) for iOS.",5.322382504538431
HTTP/2 Rapid Reset Vulnerability (11 Oct 2023),"A denial-of-service (DoS) vulnerability known as Rapid Reset has been discovered in HTTP/2 protocol because request cancellation can reset many streams quickly, as exploited in the wild in August through October 2023.
CVE ID: CVE-2023-44487",6.0519936727178845
SAP Released October 2023 Security Notes (10 Oct 2023),SAP has released security notes to address several critical vulnerabilities affecting multiple products. An attacker can exploit these vulnerabilities to take control of an affected system.,5.180699183268372
Adobe Released Security Updates (10 Oct 2023),"Adobe has released security updates to address multiple vulnerabilities in Adobe Bridge, Adobe Commerce, Magento Open Source, and Adobe Photoshop.
CVE ID: CVE-2023-38216 (Medium), CVE-2023-38217 (Medium), CVE-2023-26370 (High), CVE-2023-38220 (High), CVE-2023-38221 (High), CVE-2023-38249 (High), CVE-2023-38250 (High), CVE-2023-38251 (Medium), CVE-2023-26367 (High), CVE-2023-38219 (High), CVE-2023-38218 (High), CVE-2023-26366 (Medium), CVE-2023-26368 (Medium)",5.459141801092988
"CISA, FBI, NSA, and Treasury Released Guidance on OSS in IT/ICS Environments (10 Oct 2023)","CISA, the Federal Bureau of Investigation, the National Security Agency, and the U.S. Department of the Treasury released a guidance on improving the security of open source software (OSS) in operational technology (OT) and industrial control systems (ICS).",5.426133375685155
Google Released Security Updates for Chrome (10 Oct 2023),"Google has released Chrome 118 (118.0.5993.65) for Android, Chrome Stable 118 (118.0.5993.69) for iOS, Stable channel 118.0.5993.70 for Mac and Linux and 118.0.5993.70/.71 for Windows, and Extended Stable channel 118.0.5993.71 for Windows and 118.0.5993.70 for Mac.
CVE ID: CVE-2023-5218 (Critical), CVE-2023-5487 (Medium), CVE-2023-5484 (Medium), CVE-2023-5475 (Medium), CVE-2023-5483 (Medium), CVE-2023-5481 (Medium), CVE-2023-5476 (Medium), CVE-2023-5474 (Medium), CVE-2023-5479(Medium), CVE-2023-5485 (Low), CVE-2023-5478 (Low), CVE-2023-5477 (Low), CVE-2023-5486 (Low), CVE-2023-5473 (Low)",5.3978237424071525
Multiple Vulnerabilities in Fortinet Products (10 Oct 2023),"Multiple vulnerabilities have been discovered in FortiOS and FortiProxy. Security updates are available.
CVE ID: CVE-2023-41675 (Medium), CVE-2023-36555 (Low), CVE-2023-41841 (High), CVE-2023-37935 (Medium), CVE-2023-33301 (Medium)",5.189739480994928
Microsoft Released October 2023 Security Updates (10 Oct 2023),"Microsoft has released updates to address multiple vulnerabilities in its products. An attacker can exploit some of these vulnerabilities to take control of an affected system.
CVE ID: CVE-2023-35349 (Critical), CVE-2023-36434 (Critical)",5.157467323844531
Vulnerability in BIG-IP Configuration Utility (10 Oct 2023),"A directory traversal vulnerability has been discovered in BIG-IP Configuration Utility that allow an authenticated attacker to execute commands on the BIG-IP system.Â 
CVE ID: CVE-2023-41373 (Critical)",5.881069572007172
Vulnerability in Simcenter Amesim (10 Oct 2023),"A vulnerability has been discovered in Simcenter Amesim that allow an unauthenticated remote attacker to perform DLL injection and execute arbitrary code in the context of the affected application process. The affected versions are Simcenter Amesim below V2021.1.Â 
CVE ID: CVE-2023-43625 (Critical)",6.7864615384615385
Vulnerability in Zephyr (10 Oct 2023),"Potential buffer overflow vulnerability has been discovered in Zephyr CAN bus subsystem.
CVE ID: CVE-2023-3725 (Critical)",6.663076491402989
Vulnerability in D-Link (10 Oct 2023),"Stack overflow vulnerability has been discovered in D-Link in the cancelPing function. The affected version is D-Link DIR-820L 1.05B03.
CVE ID: CVE-2023-44807 (Critical)",6.036830165292077
Vulnerability in IBM Robotic Process Automation (10 Oct 2023),"Stack overflow vulnerability has been discovered in IBM Robotic Process Automation. The affected version is IBM Robotic Process Automation 23.0.9.
CVE ID: CVE-2023-43058 (Critical)",5.9503665715569385
Vulnerability in GitHub repository (10 Oct 2023),"OS Command Injection vulnerability has been discovered in GitHub repository. The affected versions are GitHub repository sbs20/scanservjs prior to v2.27.0.
CVE ID: CVE-2023-2564 (Critical)",4.737565625725113
Vulnerability in GitHub repository (10 Oct 2023),"Code Injection vulnerability has been discovered in GitHub repository. The affected versions are GitHub repository builderio/qwik prior to 0.21.0.
CVE ID: CVE-2023-1283 (Critical)",5.365473576782072
Multiple Vulnerabilities in Citrix Products (10 Oct 2023),"Multiple vulnerabilities have been discovered in Citrix Hypervisor, NetScaler ADC and NetScaler Gateway. The security updates are available for Citrix Hypervisor.
CVE ID: CVE-2022-1304 (High), CVE-2023-20588 (High), CVE-2023-34324 (High), CVE-2023-34326 (High), CVE-2023-34327 (High), CVE-2023-4966 (Critical), CVE-2023-4967 (High)",5.339334454921394
Multiple Vulnerabilities in Siemens Products (10 Oct 2023),"Multiple vulnerabilities have been discovered in several Siemens products. Siemens has released security updates, workarounds and mitigations to resolve these vulnerabilities.
CVE ID: CVE-2023-43625 (Critical), CVE-2023-22779 (Critical), CVE-2023-22780 (Critical), CVE-2023-22781 (Critical), CVE-2023-22782 (Critical), CVE-2023-22783 (Critical), CVE-2023-22784 (Critical), CVE-2023-22785 (Critical), CVE-2023-22786 (Critical), CVE-2023-3935 (Critical), CVE-2023-36380 (Critical)",5.5357552216011845
Schneider Electric's Security Updates (10 Oct 2023),"Schneider Electric's has released security updates to address multiple vulnerabilities in SpaceLogic C-Bus Toolkit products and EcoStruxure Power Monitoring Expert (PME) and EcoStruxure Power Operation products.
CVE ID: CVE-2023-5391 (Critical), CVE-2023-5402 (Critical), CVE-2023-5399 (Critical)",5.0312705191703735
Google Released Security Updates for Chrome (09 Oct 2023),"Google has released Chrome Beta 119 (119.0.6045.11) for Android, Dev channel OS version: 15633.6.0 Browser version: 119.0.6045.10 for most ChromeOS devices, and Dev channel 120.0.6051.2 for Windows, Mac and Linux.",5.192451423258399
Vulnerability in Atos Unify OpenScape (06 Oct 2023),"A vulnerability has been discovered in Atos Unify OpenScape Session Border Controller that allows execution of administrative scripts by unauthenticated users. The affected versions are Atos Unify OpenScape Session Border Controller through V10 R3.01.03.
CVE ID: CVE-2023-36619 (Critical)",5.4395114526216695
Vulnerability in Easy Chat Server (06 Oct 2023),"Stack-based buffer overflow vulnerability has been discovered in Easy Chat Server. The affected version is Easy Chat Server 3.1.
CVE ID: CVE-2023-4494 (Critical)",6.488154324345458
Vulnerability in Tenda (06 Oct 2023),"Buffer overflow vulnerability has been discovered in Tenda. The affected version is Tenda AC6 v15.03.05.19.
CVE ID: CVE-2023-40830 (Critical)",6.2191763111696625
Multiple Vulnerabilities in Mitsubishi Electric's Equipment (05 Oct 2023),"Information disclosure and Denial-of-Service (DoS) vulnerabilities due to OpenSSL vulnerabilities have been discovered in Mitsubishi Electric's equipment- CC-Link IE TSN Industrial Managed Switch. All versions of NZ2MHG-TSNT8F2 and NZ2MHG-TSNT4 are affected.
CVE ID: CVE-2022-4304 (Medium), CVE-2022-4450 (Medium)",4.990866338070796
CISA and NSA Release New Guidance on Identity and Access Management (04 Oct 2023),CISA and NSA have released New Guidance on Identity and Access Management that aims to address risks that threaten critical infrastructure and national security systems.,4.866929895157029
Cisco Released Security Updates for Multiple Products (04 Oct 2023),"Cisco has released security updates to address several vulnerabilities in multiple Cisco products. An attacker can exploit these vulnerabilities to take control of an affected system.
CVE ID: CVE-2021-1572 (High), CVE-2023-20259 (High), CVE-2023-20235 (Medium)",4.807082985514342
Apple Security Updates (04 Oct 2023),"Apple has released security updates to address multiple vulnerabilities in iOS 17.0.3 and iPadOS 17.0.3. An attacker can exploit these vulnerabilities to take control of an affected device.
CVE ID: CVE-2023-42824, CVE-2023-5217",4.795555019679777
Drupal Security Updates (04 Oct 2023),"Drupal has released security updates to resolve an access bypass vulnerability in Mail Login, third-party library used in it.",4.019278014050633
Google Released Security Updates for Chrome (04 Oct 2023),"Google has released  Chrome 118 (118.0.5993.48) for Android, Beta channel 118.0.5993.54 for Windows, Mac and Linux, Stable channel 118.0.5993.54 for Windows and Mac, and Chrome Beta 118 (118.0.5993.48) for Android.",5.288256270358277
Microsoft Edge Security Update (04 Oct 2023),Microsoft has released Microsoft Edge Stable Channel (Version 117.0.2045.55) to resolve vulnerability.,5.335312974738625
Vulnerability in DTS Monitoring (04 Oct 2023),"OS command injection vulnerability has been discovered in DTS Monitoring. The affected version is DTS Monitoring 3.57.0.
CVE ID: CVE-2023-33273 (Critical)",5.78247158296442
Vulnerability in GitHub repository (04 Oct 2023),"OS command injection vulnerability has been discovered in GitHub repository. The affected version are GitHub repository salesagility/suitecrm prior to 7.14.1.
CVE ID: CVE-2023-5350 (Critical)",5.359292145403871
Vulnerability in mojoPortal (04 Oct 2023),"Arbitrary code execution vulnerability has been discovered in mojoPortal. The affected version is mojoPortal v.2.7.0.0.
CVE ID: CVE-2023-44011 (Critical)",7.02812199003641
Cisco Released Security Updates for Cisco Emergency Responder (04 Oct 2023),"Cisco has released security updates to address Static Credentials vulnerability in Cisco Emergency Responder. An attacker can exploit this vulnerability to take control of an affected system.
CVE ID: CVE-2023-20101 (Critical)",5.071085786748365
Vulnerability in Moxa NPort 5000 Series Firmware (03 Oct 2023),"An improper validation of integrity check vulnerability has been discovered in Moxa NPort 5000 Series Firmware. This vulnerability can allow an unauthorized attacker to gain control of a device.
CVE ID: CVE-2023-4929 (Medium)",5.899941367189851
Google Released Security Updates for Chrome (03 Oct 2023),"Google has released Chrome 117 (117.0.5938.153) for Android, and Stable channel 117.0.5938.149 for Mac and Linux and 117.0.5938.149/.150 for Windows.
CVE ID: CVE-2023-5346 (High)",5.263325559300762
Android Security Updates (02 Oct 2023),"Android has released a security bulletin to resolve multiple vulnerabilities affecting several Android devices. Security patch levels of 2023-10-06 or later, address all of these issues.",4.998213372294881
Microsoft Edge Security Update (29 Sep 2023),"Microsoft has released Microsoft Edge Stable (Version 117.0.2045.47) and Extended Stable Channel (Version 116.0.1938.98) to resolve vulnerability.
CVE ID: CVE-2023-5217",5.293382458577291
"Mozilla Security Updates for Firefox, Firefox ESR, Firefox Focus for Android, Firefox for Android (28 Sep 2023)","Mozilla has released security update to address a heap buffer overflow vulnerability in Firefox 118.0.1, Firefox ESR 115.3.1, Firefox Focus for Android 118.1, and Firefox for Android 118.1. An attacker can exploit this vulnerability to take control of an affected system.
CVE ID: CVE-2023-5217 (Critical)",5.882193369665696
Google Released Security Updates for Chrome (28 Sep 2023),"Google has released Chrome Beta 118 (118.0.5993.32) for Android, Chrome Beta 118 (118.0.5993.29) for iOS, Extended Stable channel 116.0.5845.228 for Windows and Mac, and Beta channel 118.0.5993.32 for Windows, Mac and Linux.
CVE ID: CVE-2023-20252 (Critical), CVE-2023-20253 (High), CVE-2023-20034 (High), CVE-2023-20254 (High), CVE-2023-20262 (Medium)",5.2642074841269615
WS_FTP Security Updates (27 Sep 2023),"WS_FTP has released security updates to address multiple vulnerabilities in WS_FTP Server Ad hoc Transfer Module and WS_FTP Server manager interface. All versions of WS_FTP Server are affected.
CVE ID: CVE-2023-40044 (Critical), CVE-2023-42657 (Critical), CVE-2023-40045 (High), CVE-2023-40046 (High), CVE-2023-40047 (High), CVE-2023-40048 (Medium), CVE-2022-27665 (Medium), CVE-2023-40049 (Medium)",4.331306294243102
Cisco Released Security Updates for Cisco Catalyst SD-WAN Manager (27 Sep 2023),"Cisco has released security updates to address multiple vulnerabilities in Cisco Catalyst SD-WAN Manager. An attacker can exploit these vulnerabilities to take control of an affected system.
CVE ID: CVE-2023-20252 (Critical), CVE-2023-20253 (High), CVE-2023-20034 (High), CVE-2023-20254 (High), CVE-2023-20262 (Medium)",4.721279685370243
Google Released Security Updates for Chrome (27 Sep 2023),"Google has released Stable channel has been updated to 117.0.5938.132 for Windows, Mac and Linux. This update contains a fix for CVE-2023-5217, which has an exploit in the wild.
CVE ID: CVE-2023-5217 (High), CVE-2023-5186 (High), CVE-2023-5187 (High)",5.385191713401614
Google Released Security Updates for Chrome (27 Sep 2023),"Google has released Chrome 117 (117.0.5938.140) for Android, and ChromeOS LTS 114.
CVE ID: CVE-2023-4863 (High), CVE-2023-4429 (High), CVE-2023-4572 (High), CVE-2023-4428 (High)",5.394672626476889
Vulnerability in Cisco Group Encrypted Transport VPN Software (27 Sep 2023),"An out of bounds write vulnerability has been discovered in Cisco Group Encrypted Transport VPN (GET VPN) of Cisco IOS and IOS XE Software. A successful exploit can allow the attacker to execute arbitrary code and gain full control of the affected system or cause the affected system to reload, resulting in a denial of service (DoS) condition. Cisco has discovered attempted exploitation of the GET VPN feature.
CVE ID: CVE-2023-20109 (Medium)",6.437079118305494
Cisco Released Security Updates for Multiple Products (27 Sep 2023),"Cisco has released security updates to address several vulnerabilities in multiple Cisco products. An attacker can exploit these vulnerabilities to take control of an affected system.
CVE ID: CVE-2023-20231 (High), CVE-2023-20187 (High), CVE-2023-20227 (High), CVE-2023-20223 (High), CVE-2023-20033 (High), CVE-2023-20226 (High), CVE-2023-20186 (High), CVE-2023-20269 (Medium), CVE-2023-20202 (Medium), CVE-2023-20179 (Medium), CVE-2023-20176 (Medium), CVE-2023-20251 (Medium), CVE-2023-20268 (Medium)",4.79823827468989
VMware Security Updates (26 Sep 2023),"VMware has released security updates to address a local privilege escalation vulnerability in VMware Aria Operations. An attacker can exploit this vulnerability to take control of an affected system.
CVE ID: CVE-2023-34043 (Medium)",5.134742468457241
Apple Security Updates (26 Sep 2023),"Apple has released security updates to address multiple vulnerabilities in iOS 17.0.2 and iPadOS 17.0.2, watchOS 10.0.2, Safari 17, and macOS Sonoma 14. An attacker can exploit these vulnerabilities to take control of an affected device.
CVE ID: CVE-2023-40417, CVE-2023-40451, CVE-2023-41074, CVE-2023-35074, CVE-2023-41993, CVE-2023-40384, CVE-2023-32377, CVE-2023-38615, CVE-2023-40448, CVE-2023-40432, CVE-2023-40399, CVE-2023-40410, CVE-2023-32361, CVE-2023-35984, CVE-2023-40402",4.767827122972274
Vulnerability in Accusoft ImageGear (25 Sep 2023),"An out-of-bounds write vulnerability has been discovered in Accusoft ImageGear. The affected version is Accusoft ImageGear 20.1.
CVE ID: CVE-2023-40163 (Critical)",5.6273614476155505
Vulnerability in Docker Desktop (25 Sep 2023),"A Remote Code Execution(RCE) vulnerability has been discovered in Docker Desktop. The affected versions are Docker Desktop before 4.12.0.
CVE ID: CVE-2023-0626 (Critical)",7.780875000000001
Vulnerability in Gevent Gevent (25 Sep 2023),"A vulnerability has been discovered in Gevent Gevent that allows a remote attacker to escalate privileges. The affected versions are Gevent Gevent before version 23.9.1.
CVE ID: CVE-2023-41419 (Critical)",7.184193612509017
Vulnerability in Kernel Module (25 Sep 2023),"A missing authorization vulnerability has been discovered in kernel module. Successful exploitation of this vulnerability may affect integrity and confidentiality.
CVE ID: CVE-2023-41296 (Critical)",5.65000081050154
Vulnerability in DP Module (25 Sep 2023),"A service hijacking vulnerability has been discovered in DP module. Successful exploitation of this vulnerability may affect some Super Device services.
CVE ID: CVE-2023-41294 (Critical)",6.029259227366409
Vulnerability in Rockwell Automation (22 Sep 2023),"A buffer overflow vulnerability has been discovered in Rockwell Automation select 1756-EN* communication devices.
CVE ID: CVE-2023-2262 (Critical)",6.813943158069655
Google Released Security Updates for Chrome (22 Sep 2023),"Google has released Dev channel 119.0.6020.3 for Windows, Mac and Linux.",5.326550118820499
Vulnerability in Real Time Automation's Equipment (21 Sep 2023),"A vulnerability has been discovered in Real Time Automation's Equipment- 460MCBS which allows to run malicious JavaScript content, resulting in Cross Site Scripting (XSS). The affected versions are Real Time Automation 460 Series prior to v8.9.8.
CVE ID: CVE-2023-4523 (Critical)",4.370365881600991
Vulnerability in Rockwell Automation's Equipment (21 Sep 2023),"A stack based buffer overflow vulnerability has been discovered in Rockwell Automation Logix Communication Modules that causes Remote Code Execution (RCE). The affected products are Rockwell Automation's Equipment- 1756-EN2T, 1756-EN2TK, 1756-EN2TXT, 1756-EN2TP, 1756-EN2TPK, 1756-EN2TPXT, 1756-EN2TR, 1756-EN2TRK, 1756-EN2TRXT, 1756-EN2F, 1756-EN2FK, 1756-EN3TR, 1756-EN3TRK. The mitigations are available.
CVE ID: CVE-2023-2262 (Critical)",7.596975
Multiple Vulnerabilities in Rockwell Automation's Equipment (21 Sep 2023),"An use after free and out of bounds write vulnerabilities have been discovered in Rockwell Automation's Equipment- Connected Components Workbench. The affected versions are Connected Components Workbench prior to R21. The mitigations are available.
CVE ID: CVE-2020-16017 (Critical), CVE-2022-0609 (High), CVE-2020-16009 (High), CVE-2020-16013 (High), CVE-2020-15999 (High)",4.759856948240425
Rockwell Automation Security Updates (21 Sep 2023),"Rockwell Automation has released security updates to address an improper input validation vulnerability in its equipment- FactoryTalk View Machine Edition. The affected versions are FactoryTalk View Machine Edition: v13.0, v12.0 and prior.
CVE ID: CVE-2023-2071 (Critical)",4.552584762993975
Apple Security Updates (21 Sep 2023),"Apple has released security updates to address multiple vulnerabilities in iOS 17.0.2, Safari 16.6.1, iOS 17.0.1 and iPadOS 17.0.1, iOS 16.7 and iPadOS 16.7, watchOS 10.0.1, watchOS 9.6.3, macOS Ventura 13.6, and macOS Monterey 12.7. An attacker can exploit these vulnerabilities to take control of an affected device.
CVE ID: CVE-2023-41991, CVE-2023-41992, CVE-2023-41993",4.545723664412441
Vulnerability in Delta Electronics' Equipment (21 Sep 2023),"An out of bounds write vulnerability has been discovered in Delta Electronics' Equipment- DIAScreen. The affected versions are DIAScreen prior to v1.3.2.
CVE ID: CVE-2023-5068 (High)",4.649652972954459
Snatch Ransomware Targeting Critical Sectors (20 Sep 2023),"It has been observed that Snatch ransomware is spreading through malicious email attachments to infiltrate into the targeted network. Adversary deletes volume shadow copies from a victim’s filesystem to inhibit system recovery. Snatch ransomware has targeted a wide range of critical infrastructure sectors including the Defense Industrial Base (DIB), Food and Agriculture and Information Technology sectors.",5.0539932833432655
Drupal Security Updates (20 Sep 2023),Drupal has released security updates to resolve a cache poisoning vulnerability in Drupal core.,4.701975282027745
Multiple Vulnerabilities in Jenkins (20 Sep 2023),"Multiple vulnerabilities have been discovered in several Jenkins Plugins. An attacker can exploit these vulnerabilities to take control of an affected system. The updates are available.
CVE ID: CVE-2023-43494 (Medium), CVE-2023-43495 (High), CVE-2023-43496 (High), CVE-2023-43497 (Low), CVE-2023-43498 (Low), CVE-2023-43499 (High), CVE-2023-43500 (Medium), CVE-2023-43501 (Medium), CVE-2023-43502 (Medium)",4.850255254342602
ISC Released Security Updates for BIND 9 (20 Sep 2023),"ISC has released security updates to address two vulnerabilities affecting multiple versions of the ISC's Berkeley Internet Name Domain (BIND) 9. An attacker can exploit these vulnerabilities to take control of an affected device.
CVE ID: CVE-2023-4236 (High), CVE-2023-3341 (High)",4.564364758576005
Atlassian Security Updates (19 Sep 2023),"Atlassian has released a security bulletin to resolve multiple vulnerabilities affecting its products. 
CVE ID: CVE-2022-25647 (High), CVE-2023-22512 (High), CVE-2023-22513 (High), CVE-2023-28709 (High)",5.049223068875391
Trend Micro Security Updates (19 Sep 2023),"Trend Micro has released security updates to address a vulnerability in the 3rd party AV uninstaller module that is provided with the endpoint products for Trend Micro Apex One (on-premise and SaaS), Worry-Free Business Security and Worry-Free Business Security Services (SaaS).
CVE ID: CVE-2023-41179 (Critical)",4.974073610887646
Vulnerability in FUXA (19 Sep 2023),"A remote command execution (RCE) vulnerability has been discovered in FUXA that allows attackers to execute arbitrary commands via a crafted POST request. The affected version is FUXA 1.1.13.
CVE ID: CVE-2023-33831 (Critical)",8.025789673046248
Vulnerability in Honeywell PM43 (19 Sep 2023),"Improper Input Validation vulnerability has been discovered in Honeywell PM43. The affected versions are PM43 prior to P10.19.050004.
CVE ID: CVE-2023-3710 (Critical)",4.300079122691085
Vulnerability in IBOS (19 Sep 2023),"SQL injection vulnerability has been discovered in IBOS. The affected version is IBOS OA 4.5.5.
CVE ID: CVE-2023-4852 (Critical)",5.66064440694117
Vulnerability in FRRouting FRR (19 Sep 2023),"A vulnerability has been discovered in FRRouting FRR that does not check for an overly large length of the rcv software version. The affected version is FRRouting FRR 9.0. bgpd/bgp_open.c.
CVE ID: CVE-2023-41361 (Critical)",5.435585972440603
Vulnerability in Mitsubishi Electric (19 Sep 2023),"A malicious code execution vulnerability has been discovered in Mitsubishi Electric's FA Engineering software products that can result in information disclosure, tampering with and deletion, or a Denial of Service (DoS) condition. The affected products are all versions of GX Works3. The mitigation is available.
CVE ID: CVE-2023-4088 (Critical)",5.594393796897249
GitLab Security Updates (18 Sep 2023),"GitLab has released updated versions 16.3.4 and 16.2.7 for GitLab Community Edition (CE) and Enterprise Edition (EE) to resolve vulnerability.
CVE ID: CVE-2023-5009 (Critical)",5.08255004312951
Vulnerability in Movus (18 Sep 2023),"A SQL Injection vulnerability has been discovered in Movus. The affected versions are Movus before 20230913.
CVE ID: CVE-2023-4766 (Critical)",4.778878195509574
Vulnerability in Adobe ColdFusion (18 Sep 2023),"A deserialization of untrusted data vulnerability has been discovered in Adobe ColdFusion. The affected versions are Adobe ColdFusion versions 2018u18 (and earlier), 2021u8 (and earlier) and 2023u2 (and earlier).
CVE ID: CVE-2023-38204 (Critical)",4.430569141834587
Vulnerability in libtom libtommath (18 Sep 2023),"An integer overflow vulnerability has been discovered in mp_grow of libtom libtommath that  allows to execute arbitrary code and causes a Denial of Service (DoS). The affected versions are libtom libtommath before commit beba892bc0d4e4ded4d667ab1d2a94f4d75109a9.
CVE ID: CVE-2023-36328 (Critical)",7.001169813681437
Vulnerability in PHPGurukul Online Security Guards Hiring System (18 Sep 2023),"A SQL Injection vulnerability has been discovered in PHPGurukul Online Security Guards Hiring System. The affected version is PHPGurukul Online Security Guards Hiring System v.1.0.
CVE ID: CVE-2023-39551 (Critical)",5.110186059866735
Vulnerability in Microsoft Edge (17 Sep 2023),"An elevation of privilege vulnerability has been discovered in Microsoft Edge (Chromium-based).
CVE ID: CVE-2023-36735 (Critical)",5.869002341550446
Vulnerability in Artifex Ghostscript (17 Sep 2023),"A buffer overflow vulnerability has been discovered in Artifex Ghostscript. The affected versions are Artifex Ghostscript through 10.01.0.
CVE ID: CVE-2023-28879 (Critical)",5.613894849198477
Google Released Security Updates for Chrome (16 Sep 2023),Google has released Chrome Stable 117 (117.0.5938.108) for iOS.,5.2142844864173785
Vulnerability in SNMP Web Pro (15 Sep 2023),"A vulnerability has been discovered in SNMP Web Pro that allows to execute arbitrary code and obtain sensitive information via a crafted request. The affected versions are SNMP Web Pro v.1.1.
CVE ID: CVE-2023-39073 (Critical)",6.208665674473462
Vulnerability in Dover Fueling Solutions MAGLINK LX Web Console Configuration (15 Sep 2023),"An authentication bypass vulnerability has been discovered in Dover Fueling Solutions MAGLINK LX Web Console Configuration. The affected versions are Dover Fueling Solutions MAGLINK LX Web Console Configuration 2.5.1, 2.5.2, 2.5.3, 2.6.1, 2.11, 3.0, 3.2, and 3.3.
CVE ID: CVE-2023-41256 (Critical)",4.481814041520915
